type_id,name_en,name_zh,category,subcategory,product_role,operating_principle,primary_media,primary_applications,pharma_relevance,pharma_applications,lifecycle_status,china_visibility,global_product_url,china_product_url,english_datasheet_url,chinese_datasheet_url,accessed_date,evidence_grade,notes
0312,Direct-acting 3/2-way plunger valve,直动式二位三通升降式衔铁阀,电磁阀,General Purpose 3/2 Solenoids,General Purpose 3/2 Solenoids,,,General Purpose 3/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0312,https://www.burkert.com.cn/cn/type/0312,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 3/2 Solenoids."
0313,Direct-acting 3/2 way lifting armature valve,直动式二位三通升降式衔铁阀,电磁阀,General Purpose 3/2 Solenoids,General Purpose 3/2 Solenoids,,,General Purpose 3/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0313,https://www.burkert.com.cn/cn/type/0313,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 3/2 Solenoids."
0330,Direct-acting 2/2 or 3/2-way pivoted armature valve,直动式二位二通或二位三通枢轴电枢阀,电磁阀,General Purpose 2/2 Solenoids,General Purpose 2/2 Solenoids,"The 0330 valve is a direct-acting, media-separated pivoted armature valve. It is available as a 2/2 and 3/2-way variant. As a 3/2-way variant, it can be used as a distributor or mixing valve. Various diaphragm materials and circuit functions are available depending on the actual application. The housing range consists of brass, stainless steel, PEEK and polypropylene. The solenoid coils are moulded with a chemically resistant epoxy. Since the coil system is separated from the medium by a diaphragm, the valve is especially suitable for critical media such as aggressive acids and alkalis. The 0330 is equipped with manual override for start-up and testing. To reduce energy demands, all the coils can be delivered with electronic power reduction or as an impulse variant. The switching status can be indicated via position feedback as a binary or NAMUR signal.",腐蚀性介质,混合,LOW,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/0330,https://www.burkert.com.cn/cn/type/0330,https://www.burkert.com/en/Media/plm/DTS/DS/ds0330-standard-eu-en.pdf?id=DTS0000000000000001000079488ENAJ,https://www.burkert.com/en/Media/plm/DTS/DS/ds0330-standard-cn-zh.pdf?id=DTS0000000000000001000574583ZHG,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 2/2 Solenoids | Solenoid Valves > Media Separated | Solenoid Valves > General Purpose 3/2 Solenoids | Solenoid Valves > Hazardous Location Solenoids."
0331,Direct-acting 2/2 or 3/2-way pivoted armature valve,直动式二位二通或二位三通枢轴电枢阀,过程与控制阀,Process Valve Automation > External (Banjo) Pilots,External (Banjo) Pilots,"The 0331 valve is a direct-acting, media-separated pivoted armature valve. It is available as a 2/2 and 3/2-way variant. As a 3/2-way variant, it can be used as a distributor or mixing valve. Various diaphragm materials and circuit functions are available depending on the actual application. Brass, stainless steel, PEEK and polypropylene bodies are offered. The solenoid coils are moulded with a chemically resistant epoxy. Since the coil system is separated from the medium by a diaphragm, the valve is especially suitable for critical media such as aggressive acids and lyes. The 0331 is equipped with manual override for start-up and testing. To reduce energy demands, all the coils can be delivered with electronic power reduction or as an impulse variant. The switching status can be indicated via position feedback as a binary or NAMUR signal.",腐蚀性介质,混合,MEDIUM,,CURRENT,CHINA_PAGE_AND_ZH_DATASHEET,https://www.burkert.com/en/type/0331,https://www.burkert.com.cn/cn/type/0331,https://www.burkert.com/en/Media/plm/DTS/DS/ds0331-standard-eu-en.pdf?id=DTS0000000000000001000010928ENAA,https://www.burkert.com/en/Media/plm/DTS/DS/ds0331-standard-cn-zh.pdf?id=DTS0000000000000001000670650ZHF,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Process and Control Valves > Process Valve Automation > External (Banjo) Pilots | Solenoid Valves > General Purpose 2/2 Solenoids | Solenoid Valves > Media Separated | Solenoid Valves > General Purpose 3/2 Solenoids | Process and Control Valves > Shut-off Valves (On/Off) > Pneumatic Control | Solenoid Valves > Hazardous Location Solenoids."
0340,Piston valve 3/2 way servo-assisted,伺服辅助式两位三通活塞电磁阀,电磁阀,General Purpose 3/2 Solenoids,General Purpose 3/2 Solenoids,"The 0340 valve is a servo-assisted 3/2-way piston valve. A minimum differential pressure is required for the valve to function. A maintenance-free, media separated 3/2-way pivoted armature valve (type 0331) is used as a pilot valve. The pivoted armature valve can be easily converted from NC to NO functioning principle by rotating it on the main seat. The solenoid coils are moulded with a chemically resistant epoxy. The 0340 is equipped with manual override for commissioning and testing. For reduced energy requirements all coils can be delivered with electronic power reduction or as an impulse version.. The switching status can be indicated with position feedback as a binary or NAMUR signal. In combination with a plug in accordance with DIN EN 175301-803 Form A, the valves satisfy protection class IP65.",,General Purpose 3/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0340,https://www.burkert.com.cn/cn/type/0340,https://www.burkert.com/en/Media/plm/DTS/DS/ds0340-standard-eu-en.pdf?id=DTS0000000000000001000010929ENJ,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 3/2 Solenoids | Solenoid Valves > Hazardous Location Solenoids."
0341,Externally controlled 3/2 way servo piston valve,外部控制的二位三通伺服活塞阀,电磁阀,General Purpose 3/2 Solenoids,General Purpose 3/2 Solenoids,,,General Purpose 3/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0341,https://www.burkert.com.cn/cn/type/0341,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 3/2 Solenoids."
0343,"3/2 way Solenoid Valve, Pilot Controlled with Pivoted Armature Valve, DN 8-40mm",外部控制的二位三通伺服活塞阀,电磁阀,General Purpose 3/2 Solenoids,General Purpose 3/2 Solenoids,"The pilot-controlled 3/2-way valve Type 0343 with a smoothly operating servo-piston requires no differential pressure for complete opening and closing.A 3/2-way pilot valve (Pivoted armature valve) ensures safe and reliable operation. It is available in circuit function C and D. The externally controlled valve, Type 0343, requires auxiliary pilot air of at least 2 bar above the operating pressure.",空气,General Purpose 3/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0343,https://www.burkert.com.cn/cn/type/0343,https://www.burkert.com/en/Media/plm/DTS/DS/ds0343-standard-eu-en.pdf?id=DTS0000000000000001000219736ENC,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 3/2 Solenoids."
0344,Piston valve 3/2 way servo-assisted,伺服辅助式两位三通活塞电磁阀,电磁阀,General Purpose 3/2 Solenoids,General Purpose 3/2 Solenoids,"The 0344 valve is a servo-assisted 3/2-way piston valve. A minimum differential pressure is required for the valve to function. A maintenance-free, media separated 3/2-way pivoted armature valve (type 0331) is used as a pilot valve. The pivoted armature valve can be easily converted from NC to NO functioning principle by rotating it on the main seat. The solenoid coils are moulded with a chemically resistant epoxy. The 0344 is equipped with manual override for commissioning and testing. For reduced energy requirements all coils can be delivered with electronic power reduction or as an impulse version.. The switching status can be indicated with position feedback as a binary or NAMUR signal. In combination with a plug in accordance with DIN EN 175301-803 Form A, the valves satisfy protection class IP65.",,General Purpose 3/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0344,https://www.burkert.com.cn/cn/type/0344,https://www.burkert.com/en/Media/plm/DTS/DS/ds0344-standard-eu-en.pdf?id=DTS0000000000000001000010930ENH,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 3/2 Solenoids."
0355,Plunger valve 3/2-way direct-acting,直动式二位三通升降式衔铁阀,电磁阀,Steam Solenoid Valves,Steam Solenoid Valves,"Direct-acting plunger solenoid valve Type 0355 for controlling hot media such as steams, oils and gases.",气体；蒸汽；液体,Steam Solenoid Valves,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0355,https://www.burkert.com.cn/cn/type/0355,https://www.burkert.com/en/Media/plm/DTS/DS/ds0355-standard-eu-en.pdf?id=DTS0000000000000001000010931ENM,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > Steam Solenoid Valves | Solenoid Valves > General Purpose 3/2 Solenoids."
0375,2/2 or 3/2-way pneumatic rocker valve,2 位 2 通或 2 位 3 通气动摇臂阀,微流体产品与泵,2/2 and 3/2 way Micro Solenoids > Not media separated,Not media separated,"The direct-acting rocker solenoid valves Type 375 are designed, in particular, for use with neutral gaseous media. The valves can be directly, individually or manifold mounted. They are used for dosing, filling, mixing and distributing tasks.",气体；液体/气体；中性介质,定量/加注；混合,MEDIUM,实验室/分析及精密定量,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0375,https://www.burkert.com.cn/cn/type/0375,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Microfluidics Products and Pumps > 2/2 and 3/2 way Micro Solenoids > Not media separated."
0400,Piston valve 2/2-way servo-assisted,伺服控制的二位二通活塞阀,电磁阀,General Purpose 2/2 Solenoids,General Purpose 2/2 Solenoids,,,General Purpose 2/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0400,https://www.burkert.com.cn/cn/type/0400,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 2/2 Solenoids."
0404,Servo-assisted 2/2 way piston valve,伺服辅助式两位两通活塞电磁阀,电磁阀,General Purpose 2/2 Solenoids,General Purpose 2/2 Solenoids,"The 0404 valve is a servo-assisted piston valve available in both NC and NO versions. A minimum differential pressure is required for the valve switching function. The standard brass housing satisfies all European drinking water requirements. The solenoid coils are moulded with a chemically resistant epoxy. The process connections are available both as threaded and flanged connections. In combination with a plug in accordance with DIN EN 175301-803 Form A, the valves satisfy protection class IP65.",水,General Purpose 2/2 Solenoids,LOW,,CURRENT,CHINA_PAGE_ONLY,https://www.burkert.com/en/type/0404,https://www.burkert.com.cn/cn/type/0404,,,2026-06-09,A,"Global official Type page is the product master. China visibility indicates public page/document visibility only, not stock, origin or lead time. Official category paths: Solenoid Valves > General Purpose 2/2 Solenoids."
