series_id,spec_key,value_text,source_url,accessed_date,notes
415,Conformities,ATEX EAC FDA,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
415,Connection standards,ASME DIN EN ISO SMS,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
415,Connection types,Clamp Spigot thread,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
415,Disc materials,"1.4408, investment casting material",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
415,Housing materials,"1.4408, investment casting material",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
415,Liner materials,EPDM FKM Silicone,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
415,Media temperature,-20 to 160 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
415,Nominal sizes,DN 15 to 50,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
415,Operating pressure,0 to 10 bar,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/415,2026-06-09,Exact text from the official product-page technical details table.
417,Ambient temperature,10 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Conformities,EAC,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Connection standards,BS DIN,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Connection types,Union end,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Disc materials,PP-H,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Housing materials,"PVC-U, grey",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Liner materials,EPDM FKM,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Media temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Nominal sizes,DN 15 to 50,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
417,Operating pressure,0 to 6 bar,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/417,2026-06-09,Exact text from the official product-page technical details table.
423,90° operating time,4 Up to 100 s,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Ambient temperature,-10 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Conformities,CSA EAC,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Connection standards,BS DIN,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Connection types,Union end,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Disc materials,PP-H,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Housing materials,"PVC-U, grey",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Liner materials,EPDM FKM,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Media temperature,0 to 60 °C,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Nominal sizes,DN 15 to 50,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Operating pressure,0 to 6 bar,https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Protection class,"IP 65, 66, 67, 68",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
423,Supply voltage,"12 - 24 V AC/DC 12 V DC 24 - 240 V AC/DC 24 V AC, 50/60 Hz 24 V DC",https://www.gemu-group.com/en/products/valve-technology/butterfly-valves/423,2026-06-09,Exact text from the official product-page technical details table.
4240,Ambient temperature,0 to 60 °C,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/4240,2026-06-09,Exact text from the official product-page technical details table.
4240,Electrical connection types,Cable glands,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/4240,2026-06-09,Exact text from the official product-page technical details table.
4240,Flow rate,250 Nl/min,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/4240,2026-06-09,Exact text from the official product-page technical details table.
4240,Linear measuring range,5 to 75 mm,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/4240,2026-06-09,Exact text from the official product-page technical details table.
4240,Protection class,"IP 65, IP 67",https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/4240,2026-06-09,Exact text from the official product-page technical details table.
4240,Radial measuring range,0 to 90°,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/4240,2026-06-09,Exact text from the official product-page technical details table.
4240,Supply voltages,24 V DC 250 V AC 8 V DC,https://www.gemu-group.com/en/products/measurement-and-control-technology/position-feedback-devices-and-valve-connections/4240,2026-06-09,Exact text from the official product-page technical details table.
